CustomerID,SavingsID,AvgBalance
CID-423492,SID-682779,8394
CID-862275,SID-624499,93438
CID-540502,SID-314751,94811
CID-389437,SID-170764,98278
CID-178331,SID-480291,39148
CID-167805,SID-117619,89426
CID-713557,SID-616725,50363
CID-415094,SID-554893,20289
CID-326336,SID-754562,94231
CID-125848,SID-637961,81301
CID-759516,SID-87645,14875
CID-317944,SID-349788,63914
CID-708069,SID-670045,91055
CID-273696,SID-795656,62285
CID-446379,SID-108752,84728
CID-669734,SID-711941,7655
CID-850984,SID-611302,14777
CID-251170,SID-557801,91846
CID-30986,SID-321477,46524
CID-673804,SID-752036,25383
CID-443839,SID-410455,75561
CID-763582,SID-294810,83312
CID-68682,SID-722975,49806
CID-71553,SID-415289,96632
CID-844357,SID-696296,80737
CID-509725,SID-44291,38202
CID-210933,SID-191466,90549
CID-105055,SID-869282,91468
CID-10738,SID-288276,89655
CID-797213,SID-545998,20806
CID-60330,SID-805405,47974
CID-180120,SID-55481,53161
CID-94221,SID-655403,13871
CID-330622,SID-414554,67486
CID-711681,SID-193524,70497
CID-482897,SID-15063,75637
CID-597010,SID-500249,81797
CID-155021,SID-707074,32274
CID-833475,SID-652080,15707
CID-569527,SID-100683,14200
CID-749231,SID-216339,58059
CID-511408,SID-724765,92378
CID-609926,SID-827249,64988
CID-899792,SID-740249,27347
CID-208994,SID-627742,65236
CID-738613,SID-222102,35520
CID-720085,SID-148776,56960
CID-353866,SID-151492,84316
CID-890084,SID-332131,48304
CID-352538,SID-249118,98332
CID-274607,SID-159635,47115
CID-703348,SID-21781,28091
CID-331580,SID-510850,43289
CID-603255,SID-411655,52442
CID-401456,SID-489829,43473
CID-671544,SID-749936,13530
CID-7398,SID-398124,19088
CID-383862,SID-297161,20394
CID-273207,SID-635026,53060
CID-854430,SID-386245,72612
CID-184849,SID-88480,68550
CID-227094,SID-715734,18932
CID-75255,SID-90628,24095
CID-878465,SID-191571,27357
CID-829264,SID-281729,47825
CID-317740,SID-33284,404
CID-870729,SID-287740,41113
CID-704517,SID-292733,64718
CID-451642,SID-821310,54789
CID-893133,SID-212380,7699
CID-426243,SID-621462,27740
CID-584288,SID-578788,14760
CID-635300,SID-573893,87478
CID-513995,SID-803931,31221
CID-563051,SID-336751,73135
CID-751692,SID-581096,16017
CID-710067,SID-716302,43939
CID-95933,SID-46618,95107
CID-316881,SID-418066,12396
CID-749337,SID-414741,51249
CID-109132,SID-571853,44110
CID-291993,SID-79505,90603
CID-255583,SID-320773,34320
CID-211724,SID-884496,71461
CID-56046,SID-530703,84490
CID-663185,SID-97821,59565
CID-142299,SID-514030,70839
CID-690339,SID-224808,79067
CID-887079,SID-417427,9041
CID-120043,SID-898848,84891
CID-741536,SID-348330,99486
CID-684063,SID-482433,9633
CID-303501,SID-523768,97409
CID-391627,SID-456576,90734
CID-727418,SID-327584,19777
CID-655248,SID-635303,63251
CID-161394,SID-474593,10067
CID-97458,SID-328006,60660
CID-172794,SID-317537,22239
CID-504800,SID-565039,46074
CID-419943,SID-792634,7304
CID-488356,SID-479735,56947
CID-736347,SID-656668,55841
CID-686850,SID-160349,64715
CID-534966,SID-585420,23604
CID-520170,SID-121076,27401
CID-251250,SID-637810,82744
CID-258871,SID-430871,18162
CID-527860,SID-366783,34802
CID-750954,SID-449999,26889
CID-109086,SID-807641,48302
CID-272253,SID-38203,69341
CID-142860,SID-488954,13029
CID-78202,SID-579391,67913
CID-795641,SID-753186,92197
CID-207441,SID-294034,78753
CID-709132,SID-614048,67389
CID-761440,SID-83006,94421
CID-301331,SID-344153,94140
CID-543816,SID-834009,17549
CID-728701,SID-380293,6169
CID-642444,SID-329934,49913
CID-314558,SID-284371,26439
CID-79402,SID-530151,21275
CID-166416,SID-97220,54297
CID-87708,SID-826277,70894
CID-575079,SID-474893,61623
CID-406985,SID-75751,27237
CID-662480,SID-257786,57241
CID-276191,SID-318190,28893
CID-862024,SID-440037,74681
CID-804203,SID-22226,53307
CID-115519,SID-797038,490
CID-579974,SID-739699,56496
CID-280495,SID-279187,92621
CID-582826,SID-577904,29184
CID-245194,SID-337066,98181
CID-743015,SID-79656,25966
CID-512700,SID-84138,54333
CID-631126,SID-14454,67757
CID-565440,SID-72760,49325
CID-3604,SID-856496,62117
CID-436316,SID-634198,74850
CID-362858,SID-432904,72128
CID-839993,SID-618188,78448
CID-337791,SID-850644,78684
CID-384155,SID-366069,98585
CID-106263,SID-141069,54458
CID-707816,SID-37415,21931
CID-104637,SID-360992,61629
CID-520904,SID-315834,32649
CID-635011,SID-141688,63924
CID-799387,SID-624292,52502
CID-144469,SID-404610,4774
CID-767768,SID-185855,6284
CID-35391,SID-675973,13424
CID-497598,SID-848219,55574
CID-445813,SID-810794,30177
CID-14773,SID-579725,4993
CID-41913,SID-195180,66506
CID-528277,SID-829473,58643
CID-805429,SID-803270,98721
CID-443759,SID-541191,34147
CID-681576,SID-101652,26895
CID-161923,SID-463749,94938
CID-109536,SID-635746,58732
CID-324202,SID-471537,75231
CID-59205,SID-882510,85719
CID-33125,SID-843918,25138
CID-617211,SID-613095,57890
CID-127902,SID-494592,3654
CID-388532,SID-469649,14773
CID-834359,SID-342867,41670
CID-597055,SID-473504,46918
CID-475339,SID-44169,91106
CID-129440,SID-541097,73391
CID-41864,SID-698718,73329
CID-457741,SID-426618,16040
CID-294633,SID-143117,34514
CID-39756,SID-269299,41008
CID-193775,SID-733402,22986
CID-626612,SID-834238,8027
CID-392313,SID-741486,79995
CID-285359,SID-572382,57565
CID-478330,SID-495017,19429
CID-883167,SID-463083,37338
CID-234087,SID-178055,73133
CID-301455,SID-15148,44212
CID-389844,SID-59380,3489
CID-177530,SID-524121,40824
CID-604682,SID-224094,6149
CID-574550,SID-485636,18726
CID-898509,SID-284286,62960
CID-91679,SID-169007,50075
CID-603360,SID-872482,10850
CID-742616,SID-738441,33363
CID-224362,SID-866617,83267
CID-63233,SID-864428,48883
CID-132895,SID-18778,8928
CID-571945,SID-418129,99784
CID-315078,SID-826800,51061
CID-607597,SID-518309,62150
CID-818627,SID-784997,31398
CID-387348,SID-802227,97803
CID-90939,SID-126880,38101
CID-745284,SID-727836,80438
CID-11045,SID-564807,20478
CID-297646,SID-610081,15092
CID-124085,SID-156724,34888
CID-578034,SID-351946,60380
CID-106773,SID-715437,64218
CID-838498,SID-422974,16556
CID-304520,SID-282252,41650
CID-588960,SID-166165,85302
CID-92226,SID-308443,72857
CID-677333,SID-614923,45437
CID-669682,SID-369405,91143
CID-234961,SID-864500,2191
CID-602752,SID-209227,63113
CID-824715,SID-795145,54136
CID-417137,SID-48686,47140
CID-429060,SID-343594,14446
CID-79721,SID-687782,78513
CID-711759,SID-753824,46719
CID-644040,SID-88015,19020
CID-151284,SID-627177,32216
CID-663308,SID-44221,41048
CID-77689,SID-150440,27909
CID-757734,SID-700349,55381
CID-815056,SID-334155,13545
CID-677722,SID-309828,31051
CID-575116,SID-532031,8742
CID-495987,SID-339700,1355
CID-21077,SID-220895,69771
CID-286478,SID-415284,43511
CID-871034,SID-791866,86616
CID-364871,SID-39209,83063
CID-414951,SID-148198,42901
CID-596032,SID-767669,26071
CID-844242,SID-336111,94351
CID-584507,SID-278983,87161
CID-458366,SID-161876,87539
CID-698079,SID-532508,32946
CID-780843,SID-860991,76639
CID-288855,SID-760214,92640
CID-638347,SID-305560,30105
CID-314118,SID-221595,24374
CID-76068,SID-326688,6473
CID-534143,SID-69084,4832
CID-645899,SID-334520,34515
CID-425465,SID-832315,95886
CID-683437,SID-400570,77879
CID-711728,SID-817591,57873
CID-760843,SID-401234,6132
CID-139639,SID-384886,11231
CID-758635,SID-671475,5177
CID-113081,SID-398282,43300
CID-791882,SID-691645,62054
CID-101592,SID-49779,19064
CID-103518,SID-137096,12777
CID-601162,SID-633821,25038
CID-736754,SID-567837,97368
CID-576877,SID-755458,34683
CID-560464,SID-511337,83184
CID-664211,SID-309712,98878
CID-139867,SID-638453,41320
CID-399223,SID-43946,3772
CID-580992,SID-795632,3512
CID-689821,SID-867869,17862
CID-852472,SID-291700,66396
CID-841013,SID-325901,88356
CID-30939,SID-784724,72021
CID-95058,SID-352042,25246
CID-875130,SID-74053,51848
CID-170547,SID-386723,50064
CID-288829,SID-439730,70580
CID-827509,SID-801909,85587
CID-132446,SID-372013,51530
CID-673170,SID-399600,40844
CID-250530,SID-677027,54859
CID-214537,SID-581859,55261
CID-877782,SID-270782,42782
CID-765680,SID-266501,54216
CID-192656,SID-44825,93103
CID-848160,SID-353028,28441
CID-39110,SID-610461,92162
CID-678145,SID-885752,1080
CID-8487,SID-576675,77502
CID-714887,SID-487111,20115
CID-688971,SID-105878,3563
CID-43598,SID-888009,72029
CID-650453,SID-392119,44101
CID-813942,SID-147955,18192
CID-436927,SID-757296,4784
CID-332611,SID-109557,7783
CID-143744,SID-135454,63096
CID-853538,SID-5654,32412
CID-633238,SID-15885,6297
CID-790310,SID-319414,32001
CID-663607,SID-230638,64671
CID-715989,SID-386700,2002
CID-393023,SID-248403,87926
CID-684961,SID-1373,97618
CID-660971,SID-147591,91031
CID-520735,SID-703684,17945
CID-433885,SID-794034,48324
CID-839048,SID-622762,2836
CID-41715,SID-874762,19356
CID-567240,SID-695658,24702
CID-304156,SID-244043,12334
CID-440939,SID-294409,51224
CID-753538,SID-440111,70974
CID-98195,SID-556656,95382
CID-156866,SID-391861,55730
CID-282912,SID-810873,59397
CID-33849,SID-264830,26396
CID-288231,SID-285404,40750
CID-52747,SID-327025,60367
CID-260611,SID-426691,86012
CID-837874,SID-363701,31726
CID-795341,SID-839922,37582
CID-687409,SID-16910,57350
CID-219005,SID-258797,54363
CID-384764,SID-667425,25853
CID-111507,SID-821727,66542
CID-124961,SID-441575,75200
CID-805184,SID-779996,86250
CID-656097,SID-357478,27518
CID-310660,SID-348496,67319
CID-571228,SID-243324,79690
CID-201106,SID-267833,26553
CID-433047,SID-466509,75389
CID-23548,SID-753029,91872
CID-393437,SID-260974,64730
CID-429992,SID-355448,74308
CID-294211,SID-666036,36578
CID-287384,SID-601863,80969
CID-717367,SID-100833,85865
CID-248142,SID-657773,75450
CID-255308,SID-383867,90802
CID-869495,SID-316827,13466
CID-164073,SID-787095,16281
CID-485383,SID-263825,15972
CID-436282,SID-274724,93175
CID-36489,SID-603508,68210
CID-504410,SID-115993,82075
CID-88959,SID-878877,25031
CID-784661,SID-316214,16838
CID-568135,SID-481192,2069
CID-154098,SID-709083,27341
CID-164402,SID-431089,82766
CID-406451,SID-453204,27167
CID-376994,SID-827243,47744
CID-395350,SID-80968,19522
CID-833883,SID-573113,86164
CID-545098,SID-91015,36117
CID-157246,SID-873900,95533
CID-661359,SID-709916,43476
CID-835849,SID-730993,15677
CID-487558,SID-441664,13979
CID-870546,SID-806369,15068
CID-306975,SID-589078,1512
CID-407938,SID-185138,52035
CID-154877,SID-345120,47652
CID-697018,SID-151117,24486
CID-431099,SID-870851,18383
CID-730633,SID-803483,62630
CID-512912,SID-121618,27549
CID-836701,SID-289895,34911
CID-374528,SID-847400,85220
CID-291544,SID-392970,84940
CID-888898,SID-6161,26050
CID-385331,SID-62847,84418
CID-402209,SID-273999,54153
CID-833427,SID-305279,354
CID-236820,SID-668098,95136
CID-98592,SID-528344,44071
CID-882123,SID-714971,42590
CID-267513,SID-219043,9157
CID-813695,SID-516467,53682
CID-436472,SID-416811,28578
CID-582286,SID-291501,73799
CID-418275,SID-691658,7815
CID-3151,SID-220315,88829
CID-888295,SID-49802,38023
CID-218788,SID-299868,52364
CID-875889,SID-795303,13269
CID-897363,SID-172328,35963
CID-263290,SID-504219,6263
CID-351795,SID-360489,49755
CID-339026,SID-85532,93227
CID-804590,SID-358494,77374
CID-316014,SID-502903,58485
CID-623849,SID-750668,89696
CID-379993,SID-742589,314
CID-786488,SID-249083,18245
CID-160154,SID-667843,36470
CID-365617,SID-628082,45101
CID-345084,SID-659686,33164
CID-287635,SID-173252,69050
CID-193701,SID-777585,67770
CID-245559,SID-741176,91638
CID-226170,SID-560736,3037
CID-554897,SID-79983,72969
CID-451991,SID-446802,26365
CID-297995,SID-19105,74807
CID-5477,SID-16491,64905
CID-377264,SID-342320,87925
CID-364719,SID-349718,34697
CID-504893,SID-866699,43264
CID-468953,SID-559770,47032
CID-175017,SID-881911,73153
CID-165518,SID-883436,88508
CID-763889,SID-424140,41522
CID-279484,SID-556377,52937
CID-672207,SID-144903,40241
CID-394017,SID-499110,98979
CID-680354,SID-636934,31612
CID-677882,SID-79509,59040
CID-695012,SID-615659,81708
CID-513486,SID-897354,47787
CID-769244,SID-801493,67661
CID-680036,SID-798513,35699
CID-500381,SID-422291,3089
CID-267360,SID-113980,87998
CID-607311,SID-793030,40453
CID-476665,SID-590548,15530
CID-627219,SID-460531,20302
CID-207905,SID-204651,18526
CID-818924,SID-406135,43554
CID-168011,SID-725326,41584
CID-866433,SID-672154,64481
CID-850844,SID-700802,94949
CID-851250,SID-566208,93929
CID-866509,SID-40428,76932
CID-143773,SID-169606,97660
CID-489764,SID-734143,74067
CID-7200,SID-195721,9251
CID-674469,SID-224844,90319
CID-77938,SID-872336,95852
CID-580127,SID-359680,36573
CID-11285,SID-184682,42267
CID-783162,SID-471002,82196
CID-378142,SID-539282,84219
CID-452383,SID-10728,23293
CID-92801,SID-553770,41552
CID-556028,SID-481632,30509
CID-270146,SID-571393,82828
CID-628299,SID-98294,44754
CID-440562,SID-35139,59298
CID-488934,SID-488786,61667
CID-556713,SID-379966,3230
CID-462611,SID-56542,29602
CID-142308,SID-402969,52095
CID-408806,SID-552944,89375
CID-535848,SID-470628,35102
CID-493585,SID-62573,53174
CID-208803,SID-85426,16674
CID-567111,SID-313676,48260
CID-334609,SID-204344,69546
CID-875249,SID-89241,36229
CID-777088,SID-12012,30643
CID-463655,SID-556126,73130
CID-13157,SID-655984,97433
CID-160993,SID-289408,84645
CID-586946,SID-590574,37384
CID-196888,SID-396056,70189
CID-140141,SID-196264,58511
CID-323853,SID-28362,88638
CID-841484,SID-614007,93987
CID-175689,SID-182167,12678
CID-489273,SID-80714,73458
CID-683071,SID-205189,96136
CID-805163,SID-560944,46692
CID-515385,SID-166050,24398
CID-841691,SID-565091,15219
CID-591253,SID-378776,90114
CID-336546,SID-199884,20499
CID-111330,SID-495692,49070
CID-421700,SID-5696,94136
CID-668154,SID-814101,20814
CID-827105,SID-486145,14451
CID-11925,SID-179885,51568
CID-311255,SID-166938,54713
CID-2337,SID-196399,25985
CID-212883,SID-657350,60795
CID-762757,SID-382476,9125
CID-304252,SID-878553,99865
CID-74443,SID-569250,78685
CID-719307,SID-634976,27293
CID-352333,SID-469393,68095
CID-252454,SID-731037,64904
CID-732709,SID-891434,78965
CID-863207,SID-334232,98217
CID-698409,SID-549543,23257
CID-277744,SID-301532,33345
CID-243808,SID-195987,13276
CID-823184,SID-747836,91705
CID-889480,SID-871801,93161
CID-230683,SID-154084,6173
CID-426467,SID-421439,69184
CID-773323,SID-285250,79027
CID-394875,SID-310304,40590
CID-775539,SID-94419,20903
CID-141839,SID-487712,97526
CID-649010,SID-891988,47932
CID-643866,SID-504669,43005
CID-800797,SID-761892,64304
CID-681316,SID-106230,85371
CID-78299,SID-196561,25490
CID-274475,SID-864083,9993
CID-167627,SID-471042,14078
CID-19801,SID-270855,21181
CID-878023,SID-602679,91637
CID-247578,SID-253131,63060
CID-183487,SID-421117,51205
CID-75813,SID-478169,85863
CID-581828,SID-874615,37254
CID-127166,SID-218787,33823
CID-108250,SID-386718,33326
CID-749483,SID-503861,46581
CID-497741,SID-469131,48022
CID-3791,SID-382004,95039
CID-82887,SID-829137,37952
CID-741702,SID-547899,97111
CID-588900,SID-107874,43943
CID-625632,SID-305799,67430
CID-670705,SID-603224,89376
CID-318719,SID-377262,79356
CID-879869,SID-368270,60011
CID-200116,SID-529845,20324
CID-691795,SID-346050,24532
CID-384420,SID-831093,18442
CID-603629,SID-895480,2315
CID-310274,SID-584701,65127
CID-355005,SID-249003,29463
CID-18776,SID-99733,43480
CID-171142,SID-870930,21772
CID-239930,SID-811496,89348
CID-63702,SID-877477,95041
CID-751614,SID-160950,67138
CID-484381,SID-828495,57929
CID-795297,SID-405278,75451
CID-26037,SID-220567,71513
CID-346169,SID-689691,50341
CID-361948,SID-743473,8658
CID-282295,SID-527378,42283
CID-76569,SID-618379,35295
CID-91704,SID-286701,79744
CID-306716,SID-59900,16114
CID-682553,SID-637667,82614
CID-251205,SID-298382,41657
CID-127964,SID-428104,17375
CID-613554,SID-683117,27717
CID-88450,SID-13461,97820
CID-743343,SID-615119,41427
CID-67847,SID-558252,88233
CID-532395,SID-629452,77840
CID-46448,SID-459645,58184
CID-378120,SID-796527,70382
CID-206369,SID-836671,94427
CID-513623,SID-830740,11464
CID-794045,SID-741883,79499
CID-595773,SID-314971,61714
CID-676027,SID-812562,11097
CID-571257,SID-362664,48898
CID-24147,SID-194705,84433
CID-666979,SID-279758,99527
CID-152027,SID-673658,98230
CID-399069,SID-793854,16591
CID-565644,SID-157420,28311
CID-150693,SID-315166,38181
CID-702765,SID-622327,44692
CID-255754,SID-690138,98162
CID-245827,SID-703396,43560
CID-44490,SID-659950,64631
CID-273694,SID-409657,66725
CID-807716,SID-318554,5013
CID-251226,SID-388684,98097
CID-521029,SID-8690,39123
CID-809054,SID-371544,43137
CID-206153,SID-490409,20449
CID-328090,SID-895557,2877
CID-859872,SID-308937,66817
CID-103333,SID-421811,44932
CID-804367,SID-228613,51674
CID-51963,SID-799693,15726
CID-374779,SID-382961,10385
CID-129517,SID-625616,58537
CID-436760,SID-700721,48740
CID-715856,SID-769015,68079
CID-356494,SID-586418,53038
CID-624828,SID-411088,47845
CID-672890,SID-147897,15179
CID-572074,SID-474005,57370
CID-789163,SID-234555,76278
CID-804780,SID-55434,61601
CID-548751,SID-896865,85782
CID-727756,SID-401810,61292
CID-206042,SID-496291,13478
CID-227001,SID-504835,58495
CID-296986,SID-367893,75235
CID-389741,SID-629908,78653
CID-298594,SID-398606,80347
CID-187132,SID-248997,93205
CID-637745,SID-752594,69188
CID-206415,SID-323609,24196
CID-384432,SID-748008,62419
CID-396695,SID-109065,30162
CID-573118,SID-437128,74170
CID-839887,SID-787525,90223
CID-502092,SID-776011,75147
CID-632766,SID-528479,6575
CID-304843,SID-421349,78697
CID-865654,SID-121542,67839
CID-572045,SID-155946,10399
CID-791081,SID-496341,40961
CID-828759,SID-654814,57512
CID-509524,SID-829849,18705
CID-551809,SID-586227,9867
CID-252291,SID-176096,22270
CID-687164,SID-568416,45578
CID-691209,SID-785121,5782
CID-234569,SID-835342,50920
CID-275077,SID-759045,19318
CID-522571,SID-523839,83984
CID-606350,SID-174819,20333
CID-160628,SID-30530,26746
CID-355725,SID-513792,13607
CID-407259,SID-511115,1746
CID-850211,SID-367916,64062
CID-53481,SID-580102,18946
CID-324389,SID-186467,97143
CID-354709,SID-485972,20371
CID-238912,SID-598287,45163
CID-384099,SID-299887,53378
CID-692908,SID-565600,84375
CID-181383,SID-511024,85124
CID-629648,SID-244616,61420
CID-121926,SID-617675,3697
CID-260581,SID-788849,647
CID-388328,SID-420731,43826
CID-216577,SID-251737,7902
CID-428613,SID-817402,30136
CID-617676,SID-41825,32386
CID-511729,SID-503592,98710
CID-20,SID-158145,33868
CID-891714,SID-228483,35925
CID-499379,SID-40740,70583
CID-292333,SID-800423,46591
CID-819992,SID-536362,38865
CID-423565,SID-787906,50919
CID-270760,SID-62809,95697
CID-840976,SID-659932,14334
CID-567128,SID-374463,88404
CID-147154,SID-619804,42008
CID-883454,SID-210654,74022
CID-618224,SID-751645,20020
CID-388389,SID-177239,57292
CID-701787,SID-621278,41697
CID-489192,SID-273373,73783
CID-135217,SID-466221,7208
CID-362872,SID-587556,80436
CID-599228,SID-128955,83917
CID-362414,SID-895979,73644
CID-98368,SID-878863,58810
CID-245005,SID-581578,85316
CID-347423,SID-235843,42350
CID-16989,SID-231296,47383
CID-767691,SID-155012,34749
CID-307222,SID-195908,90107
CID-288169,SID-843758,83571
CID-346552,SID-215194,74933
CID-53495,SID-397137,49894
CID-221430,SID-68413,80822
CID-515276,SID-53619,61940
CID-313077,SID-93104,49638
CID-388201,SID-695303,17003
CID-237222,SID-531271,34742
CID-702239,SID-222712,80760
CID-284225,SID-402478,32554
CID-414077,SID-340232,47730
CID-763295,SID-881283,44788
CID-768621,SID-647564,99821
CID-63819,SID-272243,28179
CID-629596,SID-429031,64797
CID-670332,SID-244308,30537
CID-685048,SID-859752,96063
CID-826084,SID-413781,5004
CID-783740,SID-90647,50380
CID-136199,SID-785329,17196
CID-50149,SID-344647,58832
CID-264857,SID-723172,93199
CID-882316,SID-6281,55281
CID-231154,SID-896398,64181
CID-756737,SID-10596,91175
CID-353485,SID-133500,79011
CID-779688,SID-232836,80313
CID-791074,SID-251369,60290
CID-188880,SID-624952,62877
CID-579492,SID-844944,83439
CID-523910,SID-593136,3399
CID-37099,SID-855081,56970
CID-814753,SID-838029,48975
CID-848442,SID-448800,31609
CID-100034,SID-852460,90909
CID-870034,SID-88760,62478
CID-279634,SID-133803,31238
CID-691345,SID-743353,37019
CID-739863,SID-805870,9468
CID-708634,SID-413133,20314
CID-848927,SID-53169,4498
CID-291664,SID-532016,16614
CID-839278,SID-799967,97926
CID-638395,SID-748015,37346
CID-744726,SID-879133,64246
CID-413475,SID-203978,19241
CID-544721,SID-135493,29240
CID-286472,SID-752535,47169
CID-408965,SID-755203,76868
CID-525658,SID-259640,18644
CID-767931,SID-297920,55699
CID-780781,SID-845886,20367
CID-503039,SID-658873,98044
CID-33993,SID-625597,97519
CID-252605,SID-806468,36492
CID-535204,SID-898009,76402
CID-151889,SID-767182,77021
CID-807024,SID-717927,42168
CID-163312,SID-237114,78929
CID-171921,SID-298523,59159
CID-882217,SID-819489,37854
CID-1028,SID-384498,91605
CID-263621,SID-44451,9779
CID-265012,SID-190579,82878
CID-870457,SID-748589,59902
CID-508073,SID-784908,62495
CID-391335,SID-196474,1571
CID-764854,SID-177070,34940
CID-581804,SID-619767,91670
CID-281738,SID-231743,88050
CID-176446,SID-251679,47779
CID-703813,SID-650298,30303
CID-891552,SID-604777,11439
CID-346673,SID-504379,6348
CID-537361,SID-526736,31144
CID-783526,SID-281800,37649
CID-280711,SID-754075,3411
CID-138853,SID-497871,68748
CID-520045,SID-395913,25308
CID-600659,SID-659611,67879
CID-357429,SID-556587,59862
CID-400121,SID-778625,87863
CID-273008,SID-598216,23213
CID-165694,SID-429451,24319
CID-66189,SID-601019,50593
CID-766405,SID-28889,63627
CID-842444,SID-52423,2040
CID-51809,SID-3454,83570
CID-397515,SID-316237,68615
CID-490449,SID-884823,45161
CID-725296,SID-672261,66702
CID-728975,SID-469654,53453
CID-202711,SID-183349,70968
CID-394511,SID-437444,30698
CID-789322,SID-819077,594
CID-123645,SID-9520,74187
CID-452274,SID-358026,69929
CID-669775,SID-161961,9085
CID-554281,SID-711629,80032
CID-376115,SID-549809,43255
CID-461237,SID-591258,62270
CID-555014,SID-59738,40566
CID-107076,SID-827052,23952
CID-833626,SID-643170,43353
CID-398500,SID-626112,97176
CID-332664,SID-661070,88618
CID-467592,SID-173004,23314
CID-866111,SID-729058,94508
CID-820992,SID-876769,85547
CID-746246,SID-518450,99618
CID-313508,SID-173981,73017
CID-6845,SID-259433,34375
CID-118502,SID-358339,76311
CID-155301,SID-700604,51769
CID-480026,SID-250542,78921
CID-436484,SID-814381,98895
CID-603849,SID-719862,73201
CID-438734,SID-303759,34535
CID-597572,SID-894663,21377
CID-105495,SID-307553,97222
CID-671426,SID-312385,30623
CID-352547,SID-116799,93902
CID-37242,SID-330124,57440
CID-13936,SID-884129,87735
CID-276539,SID-764668,47815
CID-642565,SID-649425,83866
CID-621621,SID-536102,76601
CID-686336,SID-451188,68716
CID-780873,SID-219212,79604
CID-555862,SID-614949,4660
CID-746544,SID-761162,32483
CID-744226,SID-237740,56879
CID-176561,SID-328300,14316
CID-22686,SID-302232,582
CID-272291,SID-127764,62758
CID-860623,SID-893865,38737
CID-488316,SID-510459,86196
CID-119522,SID-749152,73549
CID-400622,SID-99363,54114
CID-473718,SID-730488,90037
CID-49565,SID-255498,23033
CID-70477,SID-319688,56961
CID-701011,SID-299150,61081
CID-601060,SID-102189,96091
CID-540052,SID-763904,69496
CID-637548,SID-576619,63978
CID-170771,SID-335751,40934
CID-550684,SID-436585,70413
CID-337624,SID-432989,49488
CID-744078,SID-687360,68869
CID-742070,SID-3337,45650
CID-347647,SID-125620,69748
CID-675588,SID-146081,60145
CID-722858,SID-254004,51816
CID-802509,SID-627242,90756
CID-609286,SID-71508,40830
CID-710827,SID-634758,20398
CID-552815,SID-447162,16753
CID-139889,SID-334842,76148
CID-155373,SID-371304,54998
CID-5631,SID-198400,6676
CID-167076,SID-206777,62269
CID-766394,SID-578319,802
CID-529717,SID-79162,25173
CID-532729,SID-477385,44708
CID-313187,SID-203155,82837
CID-235233,SID-501117,70164
CID-515250,SID-557930,17647
CID-769477,SID-282082,69336
CID-746396,SID-314202,89271
CID-603009,SID-408529,45897
CID-597998,SID-461166,46976
CID-766721,SID-714672,57996
CID-836379,SID-697378,71327
CID-528448,SID-444199,19427
CID-88025,SID-582469,99570
CID-437757,SID-270516,78435
CID-269465,SID-87493,86551
CID-657148,SID-534628,91082
CID-168206,SID-644973,15736
CID-713870,SID-182697,18376
CID-472978,SID-51067,53929
CID-579392,SID-174442,35987
CID-221691,SID-429757,95901
CID-518821,SID-279908,71671
CID-514900,SID-43878,30246
CID-52882,SID-797734,40037
CID-888200,SID-671564,93866
CID-584587,SID-52719,66848
CID-61602,SID-126218,69335
CID-466084,SID-411116,68719
CID-664878,SID-395386,6613
CID-520209,SID-57618,52148
CID-80361,SID-578159,9792
CID-139110,SID-19174,95165
CID-354331,SID-238800,82429
CID-99755,SID-549895,97278
CID-551242,SID-707818,16400
CID-483604,SID-682600,88324
CID-617361,SID-816036,81434
CID-777169,SID-869118,6703
CID-666588,SID-197264,17510
CID-112309,SID-663979,99334
CID-666197,SID-530040,27519
CID-461664,SID-221318,17312
CID-356794,SID-576149,82247
CID-529766,SID-377204,1027
CID-778267,SID-148129,53187
CID-40188,SID-589359,24369
CID-774282,SID-443192,95404
CID-777858,SID-251671,90922
CID-673854,SID-23769,61374
CID-103431,SID-342719,87247
CID-33363,SID-470611,60419
CID-625382,SID-825195,76609
CID-798323,SID-55909,87271
CID-449265,SID-522271,94430
CID-112696,SID-1148,92619
CID-534279,SID-22679,23217
CID-546428,SID-858859,8317
CID-337605,SID-339641,9208
CID-415744,SID-372911,51023
CID-552851,SID-237721,36001
CID-713356,SID-202966,96531
CID-460550,SID-237226,44574
CID-562993,SID-132516,73641
CID-897480,SID-599838,48648
CID-191570,SID-118115,62431
CID-212508,SID-373584,57837
CID-851154,SID-643875,30482
CID-71965,SID-843744,78316
CID-5027,SID-675380,21987
CID-479544,SID-812283,57423
CID-461582,SID-650109,19629
CID-390149,SID-145528,13709
CID-260828,SID-157649,60384
CID-275830,SID-262837,16132
CID-754044,SID-441628,11568
CID-21810,SID-701111,19044
CID-855051,SID-617144,17591
CID-150271,SID-887947,89124
CID-694106,SID-784766,3575
CID-899528,SID-115662,31494
CID-131940,SID-1554,27423
CID-456963,SID-542792,60925
CID-484791,SID-679203,12412
CID-747394,SID-409508,7696
CID-487116,SID-598448,45763
CID-793545,SID-633776,24997
CID-828548,SID-87444,94664
CID-67073,SID-178767,34373
CID-573796,SID-241733,29095
CID-166946,SID-141735,96113
CID-9185,SID-196190,33019
CID-4498,SID-799519,43717
CID-462127,SID-246455,75349
CID-482043,SID-185500,93996
CID-249174,SID-596893,70560
CID-373396,SID-169261,89976
CID-438650,SID-617641,77878
CID-229497,SID-816274,25418
